Hostname,Name,Description,Serial Number
Admin-Shaft_A-2F,StackPort1/2,StackPort1/2,LCC2551G0U0
Admin-Shaft_A-2F,StackAdapter1/1,StackAdapter1/1,FOC26346281
Admin-Shaft_A-2F,StackAdapter1/2,StackAdapter1/2,FOC26346AVD
Admin-Shaft_A-2F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B1GM
Admin-Shaft_A-2F,Te1/1/1,SFP-10GBase-LR,YF202308091324
Admin-Shaft_A-2F,Switch 2,C9300L-24P-4X,FOC2626YCJ1
Admin-Shaft_A-2F,StackPort2/1,StackPort2/1,LCC2551G0U0
Admin-Shaft_A-2F,StackPort2/2,StackPort2/2,LCC2608G1QE
Admin-Shaft_A-2F,StackAdapter2/1,StackAdapter2/1,FOC26213RJW
Admin-Shaft_A-2F,StackAdapter2/2,StackAdapter2/2,FOC26286186
Admin-Shaft_A-2F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628C12A
Admin-Shaft_A-2F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C12B
Admin-Shaft_A-2F,Te2/1/1,SFP-10GBase-LR,YF202308091483
Admin-Shaft_A-3F,c93xxL Stack,c93xxL Stack,FOC2650YQ9D
Admin-Shaft_A-3F,Switch 1,C9300L-48T-4X,FOC2650YQ9D
Admin-Shaft_A-3F,StackPort1/1,StackPort1/1,LCC2638HN58
Admin-Shaft_A-3F,StackPort1/2,StackPort1/2,LCC2638HN5C
Admin-Shaft_A-3F,StackAdapter1/1,StackAdapter1/1,FOC263466UH
Admin-Shaft_A-3F,StackAdapter1/2,StackAdapter1/2,FOC263462SE
Admin-Shaft_A-3F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0JY
Admin-Shaft_A-3F,Te1/1/1,SFP-10GBase-LR,YF202308091321
Admin-Shaft_A-3F,Switch 2,C9300L-24P-4X,FOC2630Y23Y
Admin-Shaft_A-3F,StackPort2/1,StackPort2/1,LCC2638HN5C
Admin-Shaft_A-3F,StackPort2/2,StackPort2/2,LCC2638HN58
Admin-Shaft_A-3F,StackAdapter2/1,StackAdapter2/1,FOC26247HVT
Admin-Shaft_A-3F,StackAdapter2/2,StackAdapter2/2,FOC26247G2H
Admin-Shaft_A-3F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628CSNR
Admin-Shaft_A-3F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C17R
Admin-Shaft_A-3F,Te2/1/1,SFP-10GBase-LR,YF202308091395
Admin-Shaft_A-4F,c93xxL Stack,c93xxL Stack,FOC2630Y27R
Admin-Shaft_A-4F,Switch 1,C9300L-24P-4X,FOC2630Y27R
Admin-Shaft_A-4F,StackPort1/1,StackPort1/1,LCC2607GJ3E
Admin-Shaft_A-4F,StackPort1/2,StackPort1/2,LCC2551G16G
Admin-Shaft_A-4F,StackAdapter1/1,StackAdapter1/1,FOC26260T7Q
Admin-Shaft_A-4F,StackAdapter1/2,StackAdapter1/2,FOC26260PPA
Admin-Shaft_A-4F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7PX
Admin-Shaft_A-4F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7NX
Admin-Shaft_A-4F,Te1/1/1,SFP-10GBase-LR,YF202308091472
Admin-Shaft_A-4F,Switch 2,C9300L-24T-4X,FOC2651YEFY
Admin-Shaft_A-4F,StackPort2/1,StackPort2/1,LCC2551G16G
Admin-Shaft_A-4F,StackPort2/2,StackPort2/2,LCC2607GJ3E
Admin-Shaft_A-4F,StackAdapter2/1,StackAdapter2/1,FOC2645003Y
Admin-Shaft_A-4F,StackAdapter2/2,StackAdapter2/2,FOC26449GAZ
Admin-Shaft_A-4F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2650B1GF
Admin-Shaft_A-4F,Te2/1/1,SFP-10GBase-LR,YF202308091329
Admin-Shaft_A-5F,c93xxL Stack,c93xxL Stack,FOC2630Y2EX
Admin-Shaft_A-5F,Switch 1,C9300L-24P-4X,FOC2630Y2EX
Admin-Shaft_A-5F,StackPort1/1,StackPort1/1,LCC2640GAG0
Admin-Shaft_A-5F,StackPort1/2,StackPort1/2,LCC2616GL03
Admin-Shaft_A-5F,StackAdapter1/1,StackAdapter1/1,FOC26260M02
Admin-Shaft_A-5F,StackAdapter1/2,StackAdapter1/2,FOC26260S0S
Admin-Shaft_A-5F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C142
Admin-Shaft_A-5F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C143
Admin-Shaft_A-5F,Te1/1/1,SFP-10GBase-LR,ACW26140BRA
Admin-Shaft_A-5F,Te1/1/2,SFP-10GBase-LR,YF202308091391
Admin-Shaft_A-5F,Switch 2,C9300L-24P-4X,FOC2644Y6A3
Admin-Shaft_A-5F,StackPort2/1,StackPort2/1,LCC2616GL03
Admin-Shaft_A-5F,StackPort2/2,StackPort2/2,LCC2640GAG0
Admin-Shaft_A-5F,StackAdapter2/1,StackAdapter2/1,FOC2629778E
Admin-Shaft_A-5F,StackAdapter2/2,StackAdapter2/2,FOC262976RW
Admin-Shaft_A-5F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2640C0AW
Admin-Shaft_A-GF,c93xxL Stack,c93xxL Stack,FOC2650YMYM
Admin-Shaft_A-GF,Switch 1,C9300L-48T-4X,FOC2650YMYM
Admin-Shaft_A-GF,StackPort1/1,StackPort1/1,LCC2642GLHT
Admin-Shaft_A-GF,StackPort1/2,StackPort1/2,LCC2642G1VM
Admin-Shaft_A-GF,StackAdapter1/1,StackAdapter1/1,FOC2634623D
Admin-Shaft_A-GF,StackAdapter1/2,StackAdapter1/2,FOC26346681
Admin-Shaft_A-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2649B1BA
Admin-Shaft_A-GF,Te1/1/1,SFP-10GBase-LR,YF202308091381
Admin-Shaft_A-GF,Switch 2,C9300L-24P-4X,FOC2630Y2GE
Admin-Shaft_A-GF,StackPort2/1,StackPort2/1,LCC2642G1VM
Admin-Shaft_A-GF,StackPort2/2,StackPort2/2,LCC2642GLHT
Admin-Shaft_A-GF,StackAdapter2/1,StackAdapter2/1,FOC26260NHV
Admin-Shaft_A-GF,StackAdapter2/2,StackAdapter2/2,FOC26260NJ5
Admin-Shaft_A-GF,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2625CX99
Admin-Shaft_A-GF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C139
Admin-Shaft_A-GF,Te2/1/1,SFP-10GBase-LR,ACW26140BS8
Admin-Shaft_A-LGF,c93xxL Stack,c93xxL Stack,FOC2630Y244
Admin-Shaft_A-LGF,Switch 1,C9300L-24P-4X,FOC2630Y244
Admin-Shaft_A-LGF,StackAdapter1/1,StackAdapter1/1,FOC26260MGT
Admin-Shaft_A-LGF,StackAdapter1/2,StackAdapter1/2,FOC26247GYR
Admin-Shaft_A-LGF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2625CX8T
Admin-Shaft_A-LGF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2625CDL8
Admin-Shaft_A-LGF,Te1/1/1,SFP-10GBase-LR,YF202308091328
Admin-Shaft_A-LGF,Te1/1/2,SFP-10GBase-LR,YF202212160132
Admin-Shaft_A-LGF,Te1/1/3,1000BaseLX SFP,FNS17271ARG
Admin-Shaft_B-1F,c93xxL Stack,c93xxL Stack,FOC2629YTQA
Admin-Shaft_B-1F,Switch 1,C9300L-24P-4X,FOC2629YTQA
Admin-Shaft_B-1F,StackPort1/1,StackPort1/1,LCC2551G0QH
Admin-Shaft_B-1F,StackPort1/2,StackPort1/2,LCC2638HN84
Admin-Shaft_B-1F,StackAdapter1/1,StackAdapter1/1,FOC26260RLM
Admin-Shaft_B-1F,StackAdapter1/2,StackAdapter1/2,FOC26260TDU
Admin-Shaft_B-1F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGZJ
Admin-Shaft_B-1F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGZN
Admin-Shaft_B-1F,Te1/1/1,SFP-10GBase-LR,YF202308091386
Admin-Shaft_B-1F,Switch 2,C9300L-48T-4X,FOC2650YJVL
Admin-Shaft_B-1F,StackPort2/1,StackPort2/1,LCC2638HN84
Admin-Shaft_B-1F,StackAdapter2/1,StackAdapter2/1,FOC26346HVK
Admin-Shaft_B-1F,StackAdapter2/2,StackAdapter2/2,FOC26346E8E
Admin-Shaft_B-1F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B3GZ
Admin-Shaft_B-1F,Te2/1/1,SFP-10GBase-LR,YF202308091434
Admin-Shaft_B-2F,c93xxL Stack,c93xxL Stack,FOC2650YKVQ
Admin-Shaft_B-2F,Switch 1,C9300L-48T-4X,FOC2650YKVQ
Admin-Shaft_B-2F,StackPort1/1,StackPort1/1,LCC2551G16H
Admin-Shaft_B-2F,StackPort1/2,StackPort1/2,LCC2638HN0P
Admin-Shaft_B-2F,StackAdapter1/1,StackAdapter1/1,FOC26346231
Admin-Shaft_B-2F,StackAdapter1/2,StackAdapter1/2,FOC2634667S
Admin-Shaft_B-2F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3FZ
Admin-Shaft_B-2F,Te1/1/1,SFP-10GBase-LR,YF202308091430
Admin-Shaft_B-2F,Switch 2,C9300L-24P-4X,FOC2630Y3CM
Admin-Shaft_B-2F,StackPort2/1,StackPort2/1,LCC2638HN0P
Admin-Shaft_B-2F,StackPort2/2,StackPort2/2,LCC2551G16H
Admin-Shaft_B-2F,StackAdapter2/1,StackAdapter2/1,FOC26247KQY
Admin-Shaft_B-2F,StackAdapter2/2,StackAdapter2/2,FOC26213UJ8
Admin-Shaft_B-2F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628C17Q
Admin-Shaft_B-2F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C13K
Admin-Shaft_B-2F,Te2/1/1,SFP-10GBase-LR,YF202308091475
Admin-Shaft_B-3F,c93xxL Stack,c93xxL Stack,FOC2630Y2KT
Admin-Shaft_B-3F,Switch 1,C9300L-24P-4X,FOC2630Y2KT
Admin-Shaft_B-3F,StackPort1/1,StackPort1/1,LCC2551G0TK
Admin-Shaft_B-3F,StackPort1/2,StackPort1/2,LCC2641G2UJ
Admin-Shaft_B-3F,StackAdapter1/1,StackAdapter1/1,FOC26260MGP
Admin-Shaft_B-3F,StackAdapter1/2,StackAdapter1/2,FOC26247DPA
Admin-Shaft_B-3F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628CSNQ
Admin-Shaft_B-3F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C16B
Admin-Shaft_B-3F,Te1/1/1,SFP-10GBase-LR,ACW26140A7C
Admin-Shaft_B-3F,Switch 2,C9300L-48T-4X,FOC2650YJS7
Admin-Shaft_B-3F,StackPort2/1,StackPort2/1,LCC2641G2UJ
Admin-Shaft_B-3F,StackPort2/2,StackPort2/2,LCC2551G0TK
Admin-Shaft_B-3F,StackAdapter2/1,StackAdapter2/1,FOC263462H2
Admin-Shaft_B-3F,StackAdapter2/2,StackAdapter2/2,FOC263462HF
Admin-Shaft_B-3F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B0TC
Admin-Shaft_B-3F,Te2/1/1,SFP-10GBase-LR,YF202308091403
Admin-Shaft_B-4F,c93xxL Stack,c93xxL Stack,FOC2629YQ90
Admin-Shaft_B-4F,Switch 1,C9300L-24P-4X,FOC2629YQ90
Admin-Shaft_B-4F,StackAdapter1/1,StackAdapter1/1,FOC26260PHL
Admin-Shaft_B-4F,StackAdapter1/2,StackAdapter1/2,FOC26247KSB
Admin-Shaft_B-4F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628CSLH
Admin-Shaft_B-4F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628CSLK
Admin-Shaft_B-4F,Te1/1/1,SFP-10GBase-LR,ACW26140BPD
Admin-Shaft_B-5F,c93xxL Stack,c93xxL Stack,FOC2630Y1BM
Admin-Shaft_B-5F,Switch 1,C9300L-24P-4X,FOC2630Y1BM
Admin-Shaft_B-5F,StackPort1/1,StackPort1/1,LCC2608GE93
Admin-Shaft_B-5F,StackPort1/2,StackPort1/2,LCC2551G0T5
Admin-Shaft_B-5F,StackAdapter1/1,StackAdapter1/1,FOC26247GCG
Admin-Shaft_B-5F,StackAdapter1/2,StackAdapter1/2,FOC26247FR1
Admin-Shaft_B-5F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7YL
Admin-Shaft_B-5F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7NZ
Admin-Shaft_B-5F,Te1/1/1,SFP-10GBase-LR,ACW26140BEK
Admin-Shaft_B-5F,Switch 2,C9300L-24T-4X,FOC2651YGF1
Admin-Shaft_B-5F,StackPort2/1,StackPort2/1,LCC2551G0T5
Admin-Shaft_B-5F,StackPort2/2,StackPort2/2,LCC2608GE93
Admin-Shaft_B-5F,StackAdapter2/1,StackAdapter2/1,FOC26462R10
Admin-Shaft_B-5F,StackAdapter2/2,StackAdapter2/2,FOC26462TTU
Admin-Shaft_B-5F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2649B11N
Admin-Shaft_B-GF,c93xxL Stack,c93xxL Stack,FOC2630Y38Z
Admin-Shaft_B-GF,Switch 1,C9300L-24P-4X,FOC2630Y38Z
Admin-Shaft_B-GF,StackPort1/1,StackPort1/1,LCC2640GAM2
Admin-Shaft_B-GF,StackPort1/2,StackPort1/2,LCC2638HN8H
Admin-Shaft_B-GF,StackAdapter1/1,StackAdapter1/1,FOC26260T7G
Admin-Shaft_B-GF,StackAdapter1/2,StackAdapter1/2,FOC26260QJ4
Admin-Shaft_B-GF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGV6
Admin-Shaft_B-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGW3
Admin-Shaft_B-GF,Te1/1/1,SFP-10GBase-LR,YF202308091347
Admin-Shaft_B-GF,Switch 2,C9300L-48T-4X,FOC2650YJJ6
Admin-Shaft_B-GF,StackPort2/1,StackPort2/1,LCC2638HN8H
Admin-Shaft_B-GF,StackPort2/2,StackPort2/2,LCC2640GAM2
Admin-Shaft_B-GF,StackAdapter2/1,StackAdapter2/1,FOC263466NQ
Admin-Shaft_B-GF,StackAdapter2/2,StackAdapter2/2,FOC26345ZRQ
Admin-Shaft_B-GF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B0V7
Admin-Shaft_B-GF,Te2/1/1,SFP-10GBase-LR,YF202308091491
BHJ-A-3F-SW,c93xxL Stack,c93xxL Stack,FOC2650YM6J
BHJ-A-3F-SW,Switch 1,C9300L-48T-4X,FOC2650YM6J
BHJ-A-3F-SW,StackAdapter1/1,StackAdapter1/1,FOC263466UJ
BHJ-A-3F-SW,StackAdapter1/2,StackAdapter1/2,FOC2634661V
BHJ-A-3F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0K5
BHJ-A-3F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091404
BHJ-A-3F-SW,Te1/1/2,SFP-10GBase-LR,YF202212160140
BHJ-A-6F-SW,c93xxL Stack,c93xxL Stack,FOC2650YNCA
BHJ-A-6F-SW,Switch 1,C9300L-48T-4X,FOC2650YNCA
BHJ-A-6F-SW,StackAdapter1/1,StackAdapter1/1,FOC2634622W
BHJ-A-6F-SW,StackAdapter1/2,StackAdapter1/2,FOC263469BH
BHJ-A-6F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0J5
BHJ-A-6F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091415
BHJ-A-6F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091388
BHJ-A-9F-SW,c93xxL Stack,c93xxL Stack,FOC2650YK56
BHJ-A-9F-SW,Switch 1,C9300L-48T-4X,FOC2650YK56
BHJ-A-9F-SW,StackAdapter1/1,StackAdapter1/1,FOC263462H3
BHJ-A-9F-SW,StackAdapter1/2,StackAdapter1/2,FOC263462LU
BHJ-A-9F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0TV
BHJ-A-9F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091419
BHJ-A-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091317
BHJ-A-GF-SW,c93xxL Stack,c93xxL Stack,FOC2651YDQH
BHJ-A-GF-SW,Switch 1,C9300L-24T-4X,FOC2651YDQH
BHJ-A-GF-SW,StackAdapter1/1,StackAdapter1/1,FOC26462STH
BHJ-A-GF-SW,StackAdapter1/2,StackAdapter1/2,FOC26449L8K
BHJ-A-GF-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2650B1FN
BHJ-A-GF-SW,Te1/1/1,SFP-10GBase-LR,ACW26140A6E
BHJ-A-GF-SW,Te1/1/2,SFP-10GBase-LR,YF202308091417
BHJ-B-3F-SW,c93xxL Stack,c93xxL Stack,FOC2650YM2C
BHJ-B-3F-SW,Switch 1,C9300L-48T-4X,FOC2650YM2C
BHJ-B-3F-SW,StackAdapter1/1,StackAdapter1/1,FOC263461D8
BHJ-B-3F-SW,StackAdapter1/2,StackAdapter1/2,FOC2634669E
BHJ-B-3F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0JS
BHJ-B-3F-SW,Te1/1/1,SFP-10GBase-LR,YF202212160139
BHJ-B-3F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091358
BHJ-B-3F-SW,Te1/1/3,10/100/1000BaseTX SFP,AGM1919465P
BHJ-B-3F-SW,Te1/1/4,10/100/1000BaseTX SFP,AGM1919466J
BHJ-B-6F-SW,c93xxL Stack,c93xxL Stack,FOC2650YK2A
BHJ-B-6F-SW,Switch 1,C9300L-48T-4X,FOC2650YK2A
BHJ-B-6F-SW,StackAdapter1/1,StackAdapter1/1,FOC26346GUJ
BHJ-B-6F-SW,StackAdapter1/2,StackAdapter1/2,FOC26346G2R
BHJ-B-6F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3H2
BHJ-B-6F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091440
BHJ-B-6F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091476
BHJ-B-6F-SW,Te1/1/3,10/100/1000BaseTX SFP,AGM172626TT
BHJ-B-6F-SW,Te1/1/4,10/100/1000BaseTX SFP,AGM172626U9
BHJ-B-9F-SW,c93xxL Stack,c93xxL Stack,FOC2650YLZY
BHJ-B-9F-SW,Switch 1,C9300L-48T-4X,FOC2650YLZY
BHJ-B-9F-SW,StackAdapter1/1,StackAdapter1/1,FOC26345ZVY
BHJ-B-9F-SW,StackAdapter1/2,StackAdapter1/2,FOC26345ZWE
BHJ-B-9F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B29D
BHJ-B-9F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091401
BHJ-B-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091356
BHJ-B-9F-SW,Te1/1/4,10/100/1000BaseTX SFP,AGM172626U2
BHJ-B-GF-SW,c93xxL Stack,c93xxL Stack,FOC2651YDPN
BHJ-B-GF-SW,Switch 1,C9300L-24T-4X,FOC2651YDPN
BHJ-B-GF-SW,StackAdapter1/1,StackAdapter1/1,FOC26462STS
BHJ-B-GF-SW,StackAdapter1/2,StackAdapter1/2,FOC26449HT4
BHJ-B-GF-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2650B1FJ
BHJ-B-GF-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BR8
BHJ-B-GF-SW,Te1/1/2,SFP-10GBase-LR,YF202308091314
BHK-A-3F-SW,c93xxL Stack,c93xxL Stack,FOC2626YENG
BHK-A-3F-SW,Switch 1,C9300L-48T-4X,FOC2626YENG
BHK-A-3F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9PM
BHK-A-3F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091303
BHK-A-3F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091406
BHK-A-6F-SW,c93xxL Stack,c93xxL Stack,FOC2626YHMX
BHK-A-6F-SW,Switch 1,C9300L-48T-4X,FOC2626YHMX
BHK-A-6F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620BATH
BHK-A-6F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091499
BHK-A-6F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091349
BHK-A-9F-SW,c93xxL Stack,c93xxL Stack,FOC2626YEKG
BHK-A-9F-SW,Switch 1,C9300L-48T-4X,FOC2626YEKG
BHK-A-9F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9P3
BHK-A-9F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091432
BHK-A-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091470
BHK-A-GF-SW,c93xxL Stack,c93xxL Stack,FOC2651YE9G
BHK-A-GF-SW,Switch 1,C9300L-24T-4X,FOC2651YE9G
BHK-A-GF-SW,StackAdapter1/1,StackAdapter1/1,FOC26397E4H
BHK-A-GF-SW,StackAdapter1/2,StackAdapter1/2,FOC26397BEJ
BHK-A-GF-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2650B1E9
BHK-A-GF-SW,Te1/1/1,SFP-10GBase-LR,FNS26030EMS
BHK-A-GF-SW,Te1/1/2,SFP-10GBase-LR,YF202308091304
BHK-B-3F-SW,c93xxL Stack,c93xxL Stack,FOC2626YEEF
BHK-B-3F-SW,Switch 1,C9300L-48T-4X,FOC2626YEEF
BHK-B-3F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9NW
BHK-B-3F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091486
BHK-B-3F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091390
BHK-B-6F-SW,c93xxL Stack,c93xxL Stack,FOC2626YEMH
BHK-B-6F-SW,Switch 1,C9300L-48T-4X,FOC2626YEMH
BHK-B-6F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9P6
BHK-B-6F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091485
BHK-B-6F-SW,Te1/1/2,SFP-10GBase-LR,YF202212160102
BHK-B-9F-SW,c93xxL Stack,c93xxL Stack,FOC2626YES8
BHK-B-9F-SW,Switch 1,C9300L-48T-4X,FOC2626YES8
BHK-B-9F-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9NJ
BHK-B-9F-SW,Te1/1/1,SFP-10GBase-LR,YF202308091500
BHK-B-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091484
BHK-B-GF-SW,c93xxL Stack,c93xxL Stack,FOC2630Y4UR
BHK-B-GF-SW,Switch 1,C9300L-24P-4X,FOC2630Y4UR
BHK-B-GF-SW,StackAdapter1/1,StackAdapter1/1,FOC26247JJ3
BHK-B-GF-SW,StackAdapter1/2,StackAdapter1/2,FOC26247JYG
BHK-B-GF-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C9MR
BHK-B-GF-SW,Te1/1/1,SFP-10GBase-LR,YF202308091482
BHK-B-GF-SW,Te1/1/3,SFP-10GBase-LR,OPM26021UGB
BHK-B-GF-SW,Switch 2,C9300L-24P-4X - Provisioned,
BHL-A-3F-SW,c93xxL Stack,c93xxL Stack,FOC2650YK4R
BHL-A-3F-SW,Switch 1,C9300L-48T-4X,FOC2650YK4R
BHL-A-3F-SW,StackAdapter1/1,StackAdapter1/1,FOC263466NZ
BHL-A-3F-SW,StackAdapter1/2,StackAdapter1/2,FOC263466KQ
BHL-A-3F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3X2
BHL-A-3F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BQW
BHL-A-3F-SW,Te1/1/2,SFP-10GBase-LR,ACW26140A6N
BHL-A-6F-SW,c93xxL Stack,c93xxL Stack,FOC2650YLXE
BHL-A-6F-SW,Switch 1,C9300L-48T-4X,FOC2650YLXE
BHL-A-6F-SW,StackAdapter1/1,StackAdapter1/1,FOC263469K9
BHL-A-6F-SW,StackAdapter1/2,StackAdapter1/2,FOC26346285
BHL-A-6F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3JE
BHL-A-6F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140A7G
BHL-A-6F-SW,Te1/1/2,SFP-10GBase-LR,ACW26140BPU
BHL-A-9F-SW,c93xxL Stack,c93xxL Stack,FOC2650YJNW
BHL-A-9F-SW,Switch 1,C9300L-48T-4X,FOC2650YJNW
BHL-A-9F-SW,StackAdapter1/1,StackAdapter1/1,FOC2634697H
BHL-A-9F-SW,StackAdapter1/2,StackAdapter1/2,FOC26346710
BHL-A-9F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3HA
BHL-A-9F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BRR
BHL-A-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091307
BHL-A-GF-SW,c93xxL Stack,c93xxL Stack,FOC2651YDGB
BHL-A-GF-SW,Switch 1,C9300L-24T-4X,FOC2651YDGB
BHL-A-GF-SW,StackAdapter1/1,StackAdapter1/1,FOC26449GAX
BHL-A-GF-SW,StackAdapter1/2,StackAdapter1/2,FOC26449GAY
BHL-A-GF-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2650B1GD
BHL-A-GF-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BQ1
BHL-A-GF-SW,Te1/1/3,SFP-10GBase-LR,ACW26140A71
BHL-B-3F-SW,c93xxL Stack,c93xxL Stack,FOC2650YJTC
BHL-B-3F-SW,Switch 1,C9300L-48T-4X,FOC2650YJTC
BHL-B-3F-SW,StackAdapter1/1,StackAdapter1/1,FOC26346CTK
BHL-B-3F-SW,StackAdapter1/2,StackAdapter1/2,FOC26346DH4
BHL-B-3F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B2AY
BHL-B-3F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BPF
BHL-B-3F-SW,Te1/1/2,SFP-10GBase-LR,ACW26140BWT
BHL-B-6F-SW,c93xxL Stack,c93xxL Stack,FOC2650YN8E
BHL-B-6F-SW,Switch 1,C9300L-48T-4X,FOC2650YN8E
BHL-B-6F-SW,StackAdapter1/1,StackAdapter1/1,FOC2634668F
BHL-B-6F-SW,StackAdapter1/2,StackAdapter1/2,FOC263461ZF
BHL-B-6F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B0J3
BHL-B-6F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140A6B
BHL-B-6F-SW,Te1/1/2,SFP-10GBase-LR,ACW26140BS6
BHL-B-9F-SW,c93xxL Stack,c93xxL Stack,FOC2650YJR8
BHL-B-9F-SW,Switch 1,C9300L-48T-4X,FOC2650YJR8
BHL-B-9F-SW,StackAdapter1/1,StackAdapter1/1,FOC26346GUR
BHL-B-9F-SW,StackAdapter1/2,StackAdapter1/2,FOC26346DGL
BHL-B-9F-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2651B3UG
BHL-B-9F-SW,Te1/1/1,SFP-10GBase-LR,ACW26140BRW
BHL-B-9F-SW,Te1/1/2,SFP-10GBase-LR,YF202308091357
BHL-B-GF-SW,c93xxL Stack,c93xxL Stack,FOC2651YEBW
